***************************************-------------------第0个中心-------------------
center: 武将 [name=孟达, render=★★★★, tongshai=75, wuli=73, zhili=74, polic=66, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=148, tongzhi=149, tongwuzhi=222, tongwuzhizheng=288, salary=15840]
general:武将 [name=郭汜, render=★, tongshai=64, wuli=76, zhili=13, polic=14, qiangbin=通, jibin=通, nubin=疏, qibin=精, binqi=疏, tongwu=140, tongzhi=77, tongwuzhi=153, tongwuzhizheng=167, salary=9185]
general:武将 [name=韩德, render=★, tongshai=63, wuli=76, zhili=25, polic=16, qiangbin=疏, jibin=精, nubin=疏, qibin=精, binqi=疏, tongwu=139, tongzhi=88, tongwuzhi=164, tongwuzhizheng=180, salary=9900]
general:武将 [name=蒋舒, render=★★, tongshai=55, wuli=76, zhili=35, polic=29, qiangbin=疏, jibin=精, nubin=疏, qibin=通, binqi=疏, tongwu=131, tongzhi=90, tongwuzhi=166, tongwuzhizheng=195, salary=10725]
general:武将 [name=鄧茂, render=★★, tongshai=61, wuli=75, zhili=29, polic=17, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=136, tongzhi=90, tongwuzhi=165, tongwuzhizheng=182, salary=10010]
general:武将 [name=马玩, render=★★, tongshai=71, wuli=74, zhili=16, polic=23, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=145, tongzhi=87, tongwuzhi=161, tongwuzhizheng=184, salary=10120]
general:武将 [name=程远志, render=★★, tongshai=69, wuli=74, zhili=17, polic=24, qiangbin=精, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=143, tongzhi=86, tongwuzhi=160, tongwuzhizheng=184, salary=10120]
general:武将 [name=胡轸, render=★, tongshai=65, wuli=74, zhili=12, polic=15, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=139, tongzhi=77, tongwuzhi=151, tongwuzhizheng=166, salary=9130]
general:武将 [name=曹性, render=★★, tongshai=54, wuli=74, zhili=38, polic=27, qiangbin=疏, jibin=疏, nubin=精, qibin=通, binqi=疏, tongwu=128, tongzhi=92, tongwuzhi=166, tongwuzhizheng=193, salary=10615]
general:武将 [name=许仪, render=★, tongshai=51, wuli=74, zhili=15, polic=16, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=125, tongzhi=66, tongwuzhi=140, tongwuzhizheng=156, salary=8580]
general:武将 [name=樊稠, render=★, tongshai=66, wuli=73, zhili=31, polic=24, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=139, tongzhi=97, tongwuzhi=170, tongwuzhizheng=194, salary=10670]
general:武将 [name=谭雄, render=★, tongshai=58, wuli=73, zhili=14, polic=20, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=131, tongzhi=72, tongwuzhi=145, tongwuzhizheng=165, salary=9075]
general:武将 [name=典满, render=★★, tongshai=51, wuli=73, zhili=39, polic=26, qiangbin=疏, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=124, tongzhi=90, tongwuzhi=163, tongwuzhizheng=189, salary=10395]
general:武将 [name=李傕, render=★, tongshai=69, wuli=72, zhili=24, polic=1, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=141, tongzhi=93, tongwuzhi=165, tongwuzhizheng=166, salary=9130]
general:武将 [name=赵弘, render=★★, tongshai=66, wuli=72, zhili=28, polic=22, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=138, tongzhi=94, tongwuzhi=166, tongwuzhizheng=188, salary=10340]
general:武将 [name=陈式, render=★★★, tongshai=70, wuli=71, zhili=25, polic=23, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=精, tongwu=141, tongzhi=95, tongwuzhi=166, tongwuzhizheng=189, salary=10395]
general:武将 [name=木鹿大王, render=★, tongshai=65, wuli=71, zhili=39, polic=6, qiangbin=疏, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=136, tongzhi=104, tongwuzhi=175, tongwuzhizheng=181, salary=9955]
general:武将 [name=眭固, render=★, tongshai=63, wuli=71, zhili=38, polic=7, qiangbin=精, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=134, tongzhi=101, tongwuzhi=172, tongwuzhizheng=179, salary=9845]
general:武将 [name=孙仲, render=★, tongshai=62, wuli=71, zhili=36, polic=8, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=133, tongzhi=98, tongwuzhi=169, tongwuzhizheng=177, salary=9735]
general:武将 [name=吕翔, render=★, tongshai=54, wuli=71, zhili=12, polic=19, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=125, tongzhi=66, tongwuzhi=137, tongwuzhizheng=156, salary=8580]
general:武将 [name=厳白虎, render=★★, tongshai=67, wuli=70, zhili=23, polic=21, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=137, tongzhi=90, tongwuzhi=160, tongwuzhizheng=181, salary=9955]
general:武将 [name=雷薄, render=★★, tongshai=62, wuli=70, zhili=36, polic=11, qiangbin=精, jibin=通, nubin=疏, qibin=疏, binqi=通, tongwu=132, tongzhi=98, tongwuzhi=168, tongwuzhizheng=179, salary=9845]
general:武将 [name=张横, render=★★, tongshai=59, wuli=70, zhili=23, polic=24, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=129, tongzhi=82, tongwuzhi=152, tongwuzhizheng=176, salary=9680]
general:武将 [name=龚都, render=★, tongshai=59, wuli=70, zhili=23, polic=22, qiangbin=通, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=129, tongzhi=82, tongwuzhi=152, tongwuzhizheng=174, salary=9570]
general:武将 [name=秦朗, render=★★, tongshai=58, wuli=70, zhili=35, polic=15, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=128, tongzhi=93, tongwuzhi=163, tongwuzhizheng=178, salary=9790]
general:武将 [name=吕旷, render=★, tongshai=56, wuli=70, zhili=13, polic=22, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=126, tongzhi=69, tongwuzhi=139, tongwuzhizheng=161, salary=8855]
general:武将 [name=区星, render=★, tongshai=55, wuli=70, zhili=38, polic=29, qiangbin=疏, jibin=精, nubin=疏, qibin=疏, binqi=精, tongwu=125, tongzhi=93, tongwuzhi=163, tongwuzhizheng=192, salary=10560]
general:武将 [name=梁纲, render=★★, tongshai=60, wuli=69, zhili=41, polic=22, qiangbin=通, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=129, tongzhi=101, tongwuzhi=170, tongwuzhizheng=192, salary=10560]
general:武将 [name=笮融, render=★★, tongshai=60, wuli=69, zhili=38, polic=21, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=精, tongwu=129, tongzhi=98, tongwuzhi=167, tongwuzhizheng=188, salary=10340]
general:武将 [name=袁谭, render=★★, tongshai=60, wuli=69, zhili=30, polic=35, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=129, tongzhi=90, tongwuzhi=159, tongwuzhizheng=194, salary=10670]
general:武将 [name=何仪, render=★, tongshai=56, wuli=69, zhili=36, polic=10, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=125, tongzhi=92, tongwuzhi=161, tongwuzhizheng=171, salary=9405]
general:武将 [name=曹豹, render=★★, tongshai=54, wuli=69, zhili=32, polic=21, qiangbin=通, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=123, tongzhi=86, tongwuzhi=155, tongwuzhizheng=176, salary=9680]
general:武将 [name=李粛, render=★, tongshai=46, wuli=69, zhili=59, polic=15, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=115, tongzhi=105, tongwuzhi=174, tongwuzhizheng=189, salary=10395]
general:武将 [name=金旋, render=★, tongshai=52, wuli=68, zhili=13, polic=29, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=120, tongzhi=65, tongwuzhi=133, tongwuzhizheng=162, salary=8910]
general:武将 [name=孟优, render=★★, tongshai=50, wuli=68, zhili=22, polic=18, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=118, tongzhi=72, tongwuzhi=140, tongwuzhizheng=158, salary=8690]
general:武将 [name=韩忠, render=★, tongshai=64, wuli=67, zhili=18, polic=12, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=131, tongzhi=82, tongwuzhi=149, tongwuzhizheng=161, salary=8855]
general:武将 [name=淳于琼, render=★★, tongshai=72, wuli=66, zhili=29, polic=29, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=138, tongzhi=101, tongwuzhi=167, tongwuzhizheng=196, salary=10780]
general:武将 [name=韩暹, render=★★, tongshai=69, wuli=66, zhili=36, polic=18, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=135, tongzhi=105, tongwuzhi=171, tongwuzhizheng=189, salary=10395]
general:武将 [name=卑衍, render=★★, tongshai=60, wuli=66, zhili=21, polic=30, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=126, tongzhi=81, tongwuzhi=147, tongwuzhizheng=177, salary=9735]
general:武将 [name=张闿, render=★, tongshai=34, wuli=66, zhili=8, polic=1, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=100, tongzhi=42, tongwuzhi=108, tongwuzhizheng=109, salary=5995]
general:武将 [name=杨奉, render=★★, tongshai=66, wuli=65, zhili=31, polic=14, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=131, tongzhi=97, tongwuzhi=162, tongwuzhizheng=176, salary=9680]
general:武将 [name=梁兴, render=★, tongshai=61, wuli=65, zhili=19, polic=22, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=126, tongzhi=80, tongwuzhi=145, tongwuzhizheng=167, salary=9185]
general:武将 [name=杨醜, render=★★, tongshai=52, wuli=65, zhili=40, polic=22, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=117, tongzhi=92, tongwuzhi=157, tongwuzhizheng=179, salary=9845]
general:武将 [name=贾华, render=★★, tongshai=49, wuli=65, zhili=41, polic=29, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=114, tongzhi=90, tongwuzhi=155, tongwuzhizheng=184, salary=10120]
general:武将 [name=裴元绍, render=★, tongshai=49, wuli=65, zhili=25, polic=27, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=114, tongzhi=74, tongwuzhi=139, tongwuzhizheng=166, salary=9130]
general:武将 [name=刘丞, render=★★, tongshai=45, wuli=65, zhili=33, polic=33, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=110, tongzhi=78, tongwuzhi=143, tongwuzhizheng=176, salary=9680]
general:武将 [name=袁术, render=★★, tongshai=44, wuli=65, zhili=61, polic=16, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=109, tongzhi=105, tongwuzhi=170, tongwuzhizheng=186, salary=10230]
general:武将 [name=施朔, render=★, tongshai=38, wuli=65, zhili=47, polic=21, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=103, tongzhi=85, tongwuzhi=150, tongwuzhizheng=171, salary=9405]
general:武将 [name=邹丹, render=★★, tongshai=61, wuli=64, zhili=34, polic=37, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=125, tongzhi=95, tongwuzhi=159, tongwuzhizheng=196, salary=10780]
general:武将 [name=陈横, render=★★, tongshai=64, wuli=63, zhili=26, polic=35, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=127, tongzhi=90, tongwuzhi=153, tongwuzhizheng=188, salary=10340]
general:武将 [name=吕威璜, render=★★, tongshai=58, wuli=63, zhili=29, polic=39, qiangbin=通, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=121, tongzhi=87, tongwuzhi=150, tongwuzhizheng=189, salary=10395]
general:武将 [name=刘勳, render=★, tongshai=47, wuli=63, zhili=35, polic=16, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=110, tongzhi=82, tongwuzhi=145, tongwuzhizheng=161, salary=8855]
general:武将 [name=傅士仁, render=★, tongshai=46, wuli=63, zhili=37, polic=24, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=109, tongzhi=83, tongwuzhi=146, tongwuzhizheng=170, salary=9350]
general:武将 [name=毌丘秀, render=★, tongshai=58, wuli=62, zhili=33, polic=38, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=120, tongzhi=91, tongwuzhi=153, tongwuzhizheng=191, salary=10505]
general:武将 [name=糜芳, render=★, tongshai=54, wuli=61, zhili=32, polic=23, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=115, tongzhi=86, tongwuzhi=147, tongwuzhizheng=170, salary=9350]
general:武将 [name=杨祚, render=★, tongshai=53, wuli=61, zhili=36, polic=32, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=114, tongzhi=89, tongwuzhi=150, tongwuzhizheng=182, salary=10010]
general:武将 [name=吴巨, render=★★, tongshai=49, wuli=61, zhili=23, polic=51, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=110, tongzhi=72, tongwuzhi=133, tongwuzhizheng=184, salary=10120]
general:武将 [name=董旻, render=★, tongshai=49, wuli=60, zhili=25, polic=12, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=109, tongzhi=74, tongwuzhi=134, tongwuzhizheng=146, salary=8030]
general:武将 [name=田続, render=★★, tongshai=47, wuli=60, zhili=55, polic=15, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=107, tongzhi=102, tongwuzhi=162, tongwuzhizheng=177, salary=9735]
general:武将 [name=牛辅, render=★, tongshai=38, wuli=60, zhili=21, polic=26, qiangbin=疏, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=98, tongzhi=59, tongwuzhi=119, tongwuzhizheng=145, salary=7975]
general:武将 [name=王忠, render=★, tongshai=39, wuli=57, zhili=21, polic=27, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=96, tongzhi=60, tongwuzhi=117, tongwuzhizheng=144, salary=7920]
general:武将 [name=厳政, render=★, tongshai=50, wuli=55, zhili=39, polic=36, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=105, tongzhi=89, tongwuzhi=144, tongwuzhizheng=180, salary=9900]
general:武将 [name=蔡中, render=★, tongshai=40, wuli=54, zhili=2, polic=22, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=94, tongzhi=42, tongwuzhi=96, tongwuzhizheng=118, salary=6490]
general:武将 [name=季雍, render=★, tongshai=63, wuli=52, zhili=41, polic=40, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=115, tongzhi=104, tongwuzhi=156, tongwuzhizheng=196, salary=10780]
general:武将 [name=马遵, render=★, tongshai=38, wuli=52, zhili=31, polic=51, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=90, tongzhi=69, tongwuzhi=121, tongwuzhizheng=172, salary=9460]
general:武将 [name=袁燿, render=★, tongshai=41, wuli=50, zhili=41, polic=51, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=91, tongzhi=82, tongwuzhi=132, tongwuzhizheng=183, salary=10065]
general:武将 [name=蔡和, render=★, tongshai=39, wuli=50, zhili=1, polic=26, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=89, tongzhi=40, tongwuzhi=90, tongwuzhizheng=116, salary=6380]
general:武将 [name=车冑, render=★★, tongshai=49, wuli=49, zhili=40, polic=58, qiangbin=疏, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=98, tongzhi=89, tongwuzhi=138, tongwuzhizheng=196, salary=10780]
general:武将 [name=杨柏, render=★, tongshai=44, wuli=45, zhili=19, polic=26, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=89, tongzhi=63, tongwuzhi=108, tongwuzhizheng=134, salary=7370]
general:武将 [name=曹宇, render=★, tongshai=50, wuli=43, zhili=37, polic=52, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=93, tongzhi=87, tongwuzhi=130, tongwuzhizheng=182, salary=10010]
general:武将 [name=孙朗, render=★, tongshai=34, wuli=43, zhili=30, polic=40, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=77, tongzhi=64, tongwuzhi=107, tongwuzhizheng=147, salary=8085]
general:武将 [name=诸葛绪, render=★, tongshai=41, wuli=40, zhili=29, polic=46, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=81, tongzhi=70, tongwuzhi=110, tongwuzhizheng=156, salary=8580]
general:武将 [name=何进, render=★, tongshai=39, wuli=40, zhili=6, polic=41, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=79, tongzhi=45, tongwuzhi=85, tongwuzhizheng=126, salary=6930]
general:武将 [name=孙綝, render=★, tongshai=25, wuli=39, zhili=65, polic=17, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=64, tongzhi=90, tongwuzhi=129, tongwuzhizheng=146, salary=8030]
general:武将 [name=金祎, render=★★, tongshai=17, wuli=38, zhili=64, polic=68, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=55, tongzhi=81, tongwuzhi=119, tongwuzhizheng=187, salary=10285]
general:武将 [name=曹训, render=★, tongshai=18, wuli=34, zhili=11, polic=13, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=52, tongzhi=29, tongwuzhi=63, tongwuzhizheng=76, salary=4180]
general:武将 [name=曹爽, render=★, tongshai=39, wuli=33, zhili=30, polic=66, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=72, tongzhi=69, tongwuzhi=102, tongwuzhizheng=168, salary=9240]
general:武将 [name=韩玄, render=★, tongshai=22, wuli=33, zhili=7, polic=4, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=55, tongzhi=29, tongwuzhi=62, tongwuzhizheng=66, salary=3630]
general:武将 [name=滕脩, render=★, tongshai=44, wuli=32, zhili=31, polic=71, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=76, tongzhi=75, tongwuzhi=107, tongwuzhizheng=178, salary=9790]
general:武将 [name=何晏, render=★, tongshai=6, wuli=30, zhili=71, polic=70, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=36, tongzhi=77, tongwuzhi=107, tongwuzhizheng=177, salary=9735]
general:武将 [name=韩胤, render=★, tongshai=26, wuli=29, zhili=64, polic=54, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=55, tongzhi=90, tongwuzhi=119, tongwuzhizheng=173, salary=9515]
general:武将 [name=郭奕, render=★, tongshai=21, wuli=29, zhili=70, polic=76, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=50, tongzhi=91, tongwuzhi=120, tongwuzhizheng=196, salary=10780]
general:武将 [name=吴质, render=★, tongshai=16, wuli=29, zhili=68, polic=57, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=45, tongzhi=84, tongwuzhi=113, tongwuzhizheng=170, salary=9350]
general:武将 [name=孙鲁班, render=★★, tongshai=26, wuli=28, zhili=72, polic=64, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=54, tongzhi=98, tongwuzhi=126, tongwuzhizheng=190, salary=10450]
general:武将 [name=费诗, render=★★, tongshai=15, wuli=28, zhili=64, polic=74, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=43, tongzhi=79, tongwuzhi=107, tongwuzhizheng=181, salary=9955]
general:武将 [name=孙皓, render=★, tongshai=13, wuli=28, zhili=31, polic=6, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=41, tongzhi=44, tongwuzhi=72, tongwuzhizheng=78, salary=4290]
general:武将 [name=辛敞, render=★, tongshai=50, wuli=26, zhili=42, polic=68, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=76, tongzhi=92, tongwuzhi=118, tongwuzhizheng=186, salary=10230]
general:武将 [name=曹羲, render=★, tongshai=30, wuli=26, zhili=50, polic=53, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=56, tongzhi=80, tongwuzhi=106, tongwuzhizheng=159, salary=8745]
general:武将 [name=貂蝉, render=★★, tongshai=10, wuli=26, zhili=81, polic=65, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=36, tongzhi=91, tongwuzhi=117, tongwuzhizheng=182, salary=10010]
general:武将 [name=桓阶, render=★★, tongshai=10, wuli=26, zhili=67, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=精, tongwu=36, tongzhi=77, tongwuzhi=103, tongwuzhizheng=181, salary=9955]
general:武将 [name=诸葛均, render=★, tongshai=29, wuli=25, zhili=51, polic=66, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=54, tongzhi=80, tongwuzhi=105, tongwuzhizheng=171, salary=9405]
general:武将 [name=万彧, render=★, tongshai=21, wuli=25, zhili=71, polic=65, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=46, tongzhi=92, tongwuzhi=117, tongwuzhizheng=182, salary=10010]
general:武将 [name=党均, render=★★, tongshai=33, wuli=24, zhili=77, polic=59, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=精, tongwu=57, tongzhi=110, tongwuzhi=134, tongwuzhizheng=193, salary=10615]
general:武将 [name=华核, render=★★, tongshai=20, wuli=24, zhili=71, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=44, tongzhi=91, tongwuzhi=115, tongwuzhizheng=193, salary=10615]
general:武将 [name=何植, render=★, tongshai=15, wuli=24, zhili=26, polic=27, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=39, tongzhi=41, tongwuzhi=65, tongwuzhizheng=92, salary=5060]
general:武将 [name=蒋斌, render=★, tongshai=27, wuli=23, zhili=64, polic=73, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=50, tongzhi=91, tongwuzhi=114, tongwuzhizheng=187, salary=10285]
general:武将 [name=刘度, render=★, tongshai=25, wuli=23, zhili=26, polic=49, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=48, tongzhi=51, tongwuzhi=74, tongwuzhizheng=123, salary=6765]
general:武将 [name=刘琮, render=★, tongshai=24, wuli=22, zhili=64, polic=65, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=46, tongzhi=88, tongwuzhi=110, tongwuzhizheng=175, salary=9625]
general:武将 [name=樊氏, render=★★, tongshai=23, wuli=22, zhili=72, polic=69, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=45, tongzhi=95, tongwuzhi=117, tongwuzhizheng=186, salary=10230]
general:武将 [name=楼玄, render=★★, tongshai=23, wuli=22, zhili=67, polic=77, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=45, tongzhi=90, tongwuzhi=112, tongwuzhizheng=189, salary=10395]
general:武将 [name=孙氏, render=★, tongshai=23, wuli=22, zhili=62, polic=72, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=45, tongzhi=85, tongwuzhi=107, tongwuzhizheng=179, salary=9845]
general:武将 [name=曹植, render=★★, tongshai=18, wuli=22, zhili=81, polic=70, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=40, tongzhi=99, tongwuzhi=121, tongwuzhizheng=191, salary=10505]
general:武将 [name=刘巴, render=★, tongshai=14, wuli=22, zhili=74, polic=81, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=36, tongzhi=88, tongwuzhi=110, tongwuzhizheng=191, salary=10505]
general:武将 [name=陈寿, render=★, tongshai=12, wuli=22, zhili=60, polic=75, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=34, tongzhi=72, tongwuzhi=94, tongwuzhizheng=169, salary=9295]
general:武将 [name=李胜, render=★, tongshai=12, wuli=22, zhili=29, polic=69, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=34, tongzhi=41, tongwuzhi=63, tongwuzhizheng=132, salary=7260]
general:武将 [name=许攸, render=★★, tongshai=36, wuli=21, zhili=80, polic=56, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=57, tongzhi=116, tongwuzhi=137, tongwuzhizheng=193, salary=10615]
general:武将 [name=吴国太, render=★★, tongshai=30, wuli=21, zhili=70, polic=74, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=51, tongzhi=100, tongwuzhi=121, tongwuzhizheng=195, salary=10725]
general:武将 [name=赵範, render=★, tongshai=28, wuli=21, zhili=32, polic=58, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=49, tongzhi=60, tongwuzhi=81, tongwuzhizheng=139, salary=7645]
general:武将 [name=司马朗, render=★★, tongshai=20, wuli=21, zhili=71, polic=82, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=41, tongzhi=91, tongwuzhi=112, tongwuzhizheng=194, salary=10670]
general:武将 [name=刘睿, render=★, tongshai=8, wuli=21, zhili=36, polic=51, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=29, tongzhi=44, tongwuzhi=65, tongwuzhizheng=116, salary=6380]
general:武将 [name=王祥, render=★★, tongshai=23, wuli=19, zhili=68, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=42, tongzhi=91, tongwuzhi=110, tongwuzhizheng=188, salary=10340]
general:武将 [name=韦昭, render=★, tongshai=16, wuli=19, zhili=65, polic=73, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=35, tongzhi=81, tongwuzhi=100, tongwuzhizheng=173, salary=9515]
general:武将 [name=荀勖, render=★★, tongshai=8, wuli=19, zhili=77, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=27, tongzhi=85, tongwuzhi=104, tongwuzhizheng=176, salary=9680]
general:武将 [name=向朗, render=★★, tongshai=28, wuli=18, zhili=73, polic=74, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=46, tongzhi=101, tongwuzhi=119, tongwuzhizheng=193, salary=10615]
general:武将 [name=公孙恭, render=★, tongshai=39, wuli=17, zhili=68, polic=61, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=56, tongzhi=107, tongwuzhi=124, tongwuzhizheng=185, salary=10175]
